,tickers,Time of Creation,prediction,count
0,AA,2021-06-03,1,1
7,AAL,2020-03-16,1,1
1,AAL,2020-03-19,1,2
2,AAL,2020-06-10,1,1
3,AAL,2020-06-26,1,1
4,AAL,2020-08-10,1,1
5,AAL,2020-12-04,1,1
6,AAL,2021-02-20,1,1
8,AAPL,2019-01-02,1,2
34,AAPL,2019-01-06,1,1
35,AAPL,2019-02-19,1,1
36,AAPL,2019-03-25,1,1
37,AAPL,2019-05-03,1,1
38,AAPL,2019-06-05,1,1
39,AAPL,2019-08-22,1,1
40,AAPL,2019-10-12,1,1
41,AAPL,2019-11-05,1,1
42,AAPL,2019-11-18,1,1
43,AAPL,2020-01-11,1,1
33,AAPL,2020-01-25,1,1
32,AAPL,2020-04-30,1,1
15,AAPL,2020-08-10,1,1
31,AAPL,2020-08-15,1,1
16,AAPL,2020-08-17,1,1
11,AAPL,2020-08-19,1,2
17,AAPL,2020-08-20,1,1
18,AAPL,2020-08-22,1,1
12,AAPL,2020-08-29,1,2
19,AAPL,2020-09-03,1,1
20,AAPL,2020-09-05,1,1
21,AAPL,2020-09-15,1,1
10,AAPL,2020-09-18,1,2
22,AAPL,2020-09-27,1,1
23,AAPL,2020-09-28,1,1
9,AAPL,2020-10-10,1,2
24,AAPL,2020-10-11,1,1
25,AAPL,2020-10-13,1,1
26,AAPL,2020-10-14,1,1
27,AAPL,2020-11-27,1,1
28,AAPL,2020-12-16,1,1
29,AAPL,2020-12-25,1,1
13,AAPL,2021-01-12,1,2
30,AAPL,2021-02-03,1,1
14,AAPL,2021-02-22,1,2
44,AAPL,2021-04-28,1,1
45,AAPL,2021-05-07,1,1
46,AAPL,2021-08-01,1,1
47,AAPL,2021-08-27,1,1
48,AAPL,2021-11-29,1,1
49,AB,2020-03-03,1,1
50,ABB,2020-12-09,1,2
51,ABC,2021-06-02,1,1
52,ABCL,2021-12-24,1,1
54,ABNB,2020-12-06,1,1
55,ABNB,2020-12-09,1,1
53,ABNB,2020-12-13,1,1
56,ABNB,2020-12-14,1,1
57,ABT,2021-01-29,1,1
59,ACB,2019-02-11,1,1
58,ACB,2019-12-29,1,2
60,ACB,2020-02-06,1,1
61,ACB,2020-11-26,1,1
62,ACB,2021-04-29,1,1
63,ACB,2021-05-01,1,1
64,ACM,2022-08-05,1,1
66,ACT,2020-09-20,1,1
65,ACT,2021-06-03,1,1
67,ADBE,2020-11-27,1,1
68,ADM,2019-07-09,1,1
69,ADMA,2020-08-14,1,2
70,AFRM,2021-08-27,1,1
71,AFRM,2022-02-10,1,1
72,AG,2021-01-28,1,2
73,AG,2021-02-01,1,1
74,AG,2021-02-11,1,1
75,AG,2022-01-19,1,1
76,AIR,2021-02-02,1,1
77,AKA,2019-08-19,1,1
78,AKA,2020-04-12,1,1
79,AKA,2021-01-28,1,1
80,AKA,2021-01-29,1,1
81,AKA,2021-03-04,1,1
82,AKA,2021-04-23,1,1
83,AKA,2021-05-10,1,1
84,ALLY,2020-02-20,1,2
204,AMC,2020-03-20,1,1
203,AMC,2020-10-21,1,1
129,AMC,2020-11-16,1,2
202,AMC,2020-12-15,1,1
201,AMC,2021-01-18,1,1
130,AMC,2021-01-25,1,2
87,AMC,2021-01-27,1,21
90,AMC,2021-01-28,1,15
88,AMC,2021-01-29,1,16
107,AMC,2021-01-30,1,4
122,AMC,2021-01-31,1,2
85,AMC,2021-02-01,1,31
89,AMC,2021-02-02,1,15
86,AMC,2021-02-03,1,25
200,AMC,2021-02-08,1,1
153,AMC,2021-02-09,1,1
154,AMC,2021-02-11,1,1
155,AMC,2021-02-15,1,1
156,AMC,2021-02-17,1,1
157,AMC,2021-02-18,1,1
117,AMC,2021-02-19,1,3
158,AMC,2021-02-22,1,1
99,AMC,2021-02-23,1,5
106,AMC,2021-02-24,1,4
98,AMC,2021-02-25,1,6
100,AMC,2021-02-26,1,5
159,AMC,2021-02-27,1,1
160,AMC,2021-03-03,1,1
102,AMC,2021-03-08,1,5
97,AMC,2021-03-09,1,7
93,AMC,2021-03-10,1,8
116,AMC,2021-03-11,1,3
127,AMC,2021-03-12,1,2
161,AMC,2021-03-14,1,1
95,AMC,2021-03-15,1,8
104,AMC,2021-03-16,1,5
162,AMC,2021-03-28,1,1
163,AMC,2021-03-29,1,1
125,AMC,2021-03-30,1,2
164,AMC,2021-04-03,1,1
165,AMC,2021-04-14,1,1
124,AMC,2021-04-15,1,2
166,AMC,2021-04-16,1,1
167,AMC,2021-04-23,1,1
152,AMC,2021-04-28,1,1
150,AMC,2021-05-06,1,1
133,AMC,2021-05-10,1,1
123,AMC,2021-05-11,1,2
149,AMC,2021-05-13,1,1
134,AMC,2021-05-15,1,1
135,AMC,2021-05-17,1,1
136,AMC,2021-05-22,1,1
137,AMC,2021-05-24,1,1
126,AMC,2021-05-25,1,2
111,AMC,2021-05-26,1,3
91,AMC,2021-05-27,1,10
96,AMC,2021-05-28,1,7
105,AMC,2021-05-29,1,4
138,AMC,2021-05-30,1,1
139,AMC,2021-05-31,1,1
101,AMC,2021-06-01,1,5
92,AMC,2021-06-02,1,8
94,AMC,2021-06-03,1,8
128,AMC,2021-06-04,1,2
140,AMC,2021-06-05,1,1
141,AMC,2021-06-06,1,1
113,AMC,2021-06-07,1,3
112,AMC,2021-06-08,1,3
121,AMC,2021-06-09,1,2
108,AMC,2021-06-10,1,3
142,AMC,2021-06-13,1,1
109,AMC,2021-06-14,1,3
103,AMC,2021-06-15,1,5
110,AMC,2021-06-16,1,3
131,AMC,2021-06-17,1,2
143,AMC,2021-06-18,1,1
144,AMC,2021-06-19,1,1
145,AMC,2021-06-20,1,1
146,AMC,2021-06-21,1,1
147,AMC,2021-06-29,1,1
148,AMC,2021-06-30,1,1
168,AMC,2021-07-02,1,1
151,AMC,2021-07-03,1,1
169,AMC,2021-07-11,1,1
183,AMC,2021-07-18,1,1
185,AMC,2021-07-19,1,1
114,AMC,2021-08-05,1,3
119,AMC,2021-08-18,1,2
186,AMC,2021-08-28,1,1
115,AMC,2021-08-30,1,3
187,AMC,2021-09-08,1,1
188,AMC,2021-10-14,1,1
189,AMC,2021-10-15,1,1
190,AMC,2021-10-26,1,1
191,AMC,2021-10-31,1,1
118,AMC,2021-11-03,1,2
192,AMC,2021-12-14,1,1
193,AMC,2021-12-23,1,1
194,AMC,2022-01-05,1,1
195,AMC,2022-01-08,1,1
196,AMC,2022-01-20,1,1
197,AMC,2022-02-10,1,1
198,AMC,2022-02-11,1,1
199,AMC,2022-02-25,1,1
184,AMC,2022-03-01,1,1
182,AMC,2022-03-31,1,1
170,AMC,2022-04-05,1,1
181,AMC,2022-05-27,1,1
171,AMC,2022-06-27,1,1
172,AMC,2022-06-29,1,1
173,AMC,2022-07-16,1,1
174,AMC,2022-07-18,1,1
175,AMC,2022-08-04,1,1
176,AMC,2022-08-05,1,1
177,AMC,2022-08-06,1,1
178,AMC,2022-08-20,1,1
120,AMC,2022-08-22,1,2
132,AMC,2022-08-31,1,2
179,AMC,2022-09-26,1,1
180,AMC,2022-11-14,1,1
223,AMD,2019-01-09,1,1
224,AMD,2019-01-11,1,1
225,AMD,2019-01-27,1,1
226,AMD,2019-01-29,1,1
227,AMD,2019-02-13,1,1
228,AMD,2019-03-22,1,1
229,AMD,2019-05-06,1,1
230,AMD,2019-05-20,1,1
231,AMD,2019-06-03,1,1
251,AMD,2019-06-09,1,1
252,AMD,2019-06-11,1,1
253,AMD,2019-07-27,1,1
254,AMD,2019-08-15,1,1
255,AMD,2019-10-29,1,1
256,AMD,2019-11-02,1,1
257,AMD,2019-11-05,1,1
258,AMD,2019-11-06,1,1
259,AMD,2019-11-18,1,1
260,AMD,2019-11-19,1,1
261,AMD,2020-01-02,1,1
213,AMD,2020-01-07,1,2
262,AMD,2020-01-09,1,1
263,AMD,2020-01-15,1,1
264,AMD,2020-01-28,1,1
265,AMD,2020-02-19,1,1
250,AMD,2020-02-20,1,1
212,AMD,2020-02-21,1,2
249,AMD,2020-02-22,1,1
232,AMD,2020-03-03,1,1
248,AMD,2020-03-18,1,1
233,AMD,2020-03-20,1,1
234,AMD,2020-06-18,1,1
235,AMD,2020-07-20,1,1
236,AMD,2020-07-28,1,1
237,AMD,2020-09-06,1,1
238,AMD,2020-10-01,1,1
239,AMD,2020-10-02,1,1
211,AMD,2020-10-05,1,3
240,AMD,2020-10-11,1,1
221,AMD,2020-10-27,1,2
241,AMD,2020-11-30,1,1
242,AMD,2021-01-14,1,1
243,AMD,2021-01-20,1,1
244,AMD,2021-01-24,1,1
222,AMD,2021-01-29,1,2
245,AMD,2021-02-02,1,1
220,AMD,2021-02-04,1,2
246,AMD,2021-02-08,1,1
247,AMD,2021-02-09,1,1
266,AMD,2021-02-10,1,1
214,AMD,2021-02-11,1,2
267,AMD,2021-02-12,1,1
268,AMD,2021-02-13,1,1
269,AMD,2021-02-27,1,1
277,AMD,2021-03-03,1,1
206,AMD,2021-03-09,1,4
278,AMD,2021-04-05,1,1
279,AMD,2021-04-07,1,1
217,AMD,2021-04-23,1,2
218,AMD,2021-04-25,1,2
205,AMD,2021-05-04,1,7
219,AMD,2021-06-10,1,2
280,AMD,2021-06-24,1,1
281,AMD,2021-06-28,1,1
282,AMD,2021-06-29,1,1
210,AMD,2021-06-30,1,3
276,AMD,2021-07-04,1,1
209,AMD,2021-07-05,1,3
216,AMD,2021-08-02,1,2
215,AMD,2021-08-03,1,2
208,AMD,2021-08-04,1,3
283,AMD,2021-09-29,1,1
285,AMD,2021-10-26,1,1
286,AMD,2021-11-17,1,1
287,AMD,2022-01-02,1,1
288,AMD,2022-01-11,1,1
289,AMD,2022-01-29,1,1
290,AMD,2022-02-01,1,1
284,AMD,2022-02-04,1,1
207,AMD,2022-05-03,1,4
275,AMD,2022-06-27,1,1
274,AMD,2022-07-28,1,1
273,AMD,2022-08-01,1,1
270,AMD,2022-08-03,1,1
271,AMD,2022-08-25,1,1
272,AMD,2022-09-09,1,1
291,AMRS,2021-03-28,1,3
311,AMZN,2019-01-11,1,1
312,AMZN,2019-02-19,1,1
313,AMZN,2019-04-02,1,1
314,AMZN,2019-04-25,1,1
315,AMZN,2019-06-07,1,1
316,AMZN,2020-04-14,1,1
317,AMZN,2020-04-15,1,1
318,AMZN,2020-06-01,1,1
319,AMZN,2020-07-08,1,1
320,AMZN,2020-07-25,1,1
321,AMZN,2020-08-14,1,1
322,AMZN,2020-09-05,1,1
310,AMZN,2020-10-12,1,1
309,AMZN,2021-01-17,1,1
293,AMZN,2021-01-23,1,1
308,AMZN,2021-01-24,1,1
294,AMZN,2021-01-30,1,1
295,AMZN,2021-02-03,1,1
296,AMZN,2021-04-30,1,1
297,AMZN,2021-05-07,1,1
298,AMZN,2021-06-01,1,1
299,AMZN,2021-06-17,1,1
292,AMZN,2021-07-19,1,2
300,AMZN,2021-07-30,1,1
301,AMZN,2021-07-31,1,1
302,AMZN,2021-08-01,1,1
303,AMZN,2021-10-26,1,1
304,AMZN,2021-11-23,1,1
305,AMZN,2022-04-28,1,1
306,AMZN,2022-06-02,1,1
307,AMZN,2022-11-05,1,1
325,AN,2020-12-06,1,1
323,AN,2021-01-29,1,2
324,AN,2021-03-13,1,1
327,API,2019-07-15,1,1
326,API,2021-05-30,1,1
331,APP,2021-01-10,1,1
328,APP,2021-01-28,1,1
329,APP,2021-02-02,1,1
330,APP,2022-01-21,1,1
332,APPH,2021-02-19,1,1
333,APRN,2020-03-20,1,1
334,APT,2020-02-27,1,1
335,ARQQ,2022-04-13,1,1
336,ARR,2021-07-16,1,1
337,ARVL,2021-06-15,1,1
338,ASO,2021-03-03,1,3
340,ASO,2021-03-04,1,3
339,ASO,2021-03-08,1,3
343,ASO,2021-03-10,1,1
344,ASO,2021-03-29,1,1
345,ASO,2021-03-30,1,1
346,ASO,2021-04-01,1,1
347,ASO,2021-04-02,1,1
348,ASO,2021-04-05,1,1
342,ASO,2021-04-06,1,2
349,ASO,2021-04-20,1,1
341,ASO,2021-05-03,1,2
350,ASO,2021-06-02,1,1
351,ASO,2021-06-07,1,1
352,ASO,2021-06-08,1,1
353,ASO,2021-06-13,1,1
354,ASO,2021-06-16,1,1
355,ASO,2021-09-09,1,1
364,ASTS,2021-06-08,1,1
365,ASTS,2021-06-09,1,1
366,ASTS,2021-06-15,1,1
361,ASTS,2021-06-17,1,2
363,ASTS,2021-07-09,1,1
360,ASTS,2021-08-27,1,2
367,ASTS,2021-08-30,1,1
357,ASTS,2021-08-31,1,3
369,ASTS,2021-09-02,1,1
370,ASTS,2021-09-16,1,1
359,ASTS,2021-09-17,1,2
371,ASTS,2021-09-20,1,1
372,ASTS,2021-09-21,1,1
373,ASTS,2021-10-11,1,1
358,ASTS,2022-08-17,1,2
374,ASTS,2022-09-11,1,1
368,ASTS,2022-11-04,1,1
356,ASTS,2022-11-07,1,3
362,ASTS,2022-11-11,1,1
375,ATA,2021-06-02,1,1
376,ATNX,2021-02-20,1,1
377,ATVI,2020-02-08,1,1
378,ATVI,2020-03-09,1,1
379,ATVI,2020-08-05,1,1
380,ATVI,2020-08-06,1,1
381,ATVI,2021-08-28,1,1
382,ATVI,2022-01-18,1,1
383,AU,2021-02-02,1,1
384,AUPH,2019-11-29,1,1
385,AUPH,2021-01-21,1,1
386,AUPH,2021-01-24,1,1
387,AUY,2020-05-18,1,1
388,AVGO,2019-01-06,1,1
389,AVIR,2021-08-11,1,1
391,AVPT,2021-07-17,1,1
392,AVPT,2021-07-20,1,1
390,AVPT,2021-09-03,1,1
395,AZN,2020-07-15,1,1
394,AZN,2020-07-17,1,1
393,AZN,2020-07-20,1,1
396,BA,2019-12-24,1,1
397,BA,2020-01-15,1,1
398,BA,2020-03-24,1,1
399,BA,2020-04-08,1,1
400,BA,2020-06-11,1,1
401,BA,2020-07-13,1,1
402,BA,2020-08-21,1,1
403,BA,2021-04-21,1,1
423,BABA,2019-09-27,1,1
424,BABA,2020-06-28,1,1
425,BABA,2020-11-14,1,1
426,BABA,2020-12-29,1,1
427,BABA,2021-01-04,1,1
428,BABA,2021-01-05,1,1
429,BABA,2021-01-07,1,1
405,BABA,2021-01-17,1,2
422,BABA,2021-02-01,1,1
421,BABA,2021-03-13,1,1
407,BABA,2021-05-07,1,1
420,BABA,2021-05-12,1,1
408,BABA,2021-06-17,1,1
409,BABA,2021-07-08,1,1
410,BABA,2021-07-12,1,1
404,BABA,2021-08-23,1,3
406,BABA,2021-08-24,1,2
411,BABA,2021-08-25,1,1
412,BABA,2021-10-02,1,1
413,BABA,2021-10-07,1,1
414,BABA,2021-11-05,1,1
415,BABA,2022-02-16,1,1
416,BABA,2022-03-13,1,1
417,BABA,2022-03-16,1,1
418,BABA,2022-04-05,1,1
419,BABA,2022-10-24,1,1
430,BAC,2019-01-06,1,1
431,BAC,2019-04-07,1,1
432,BAC,2019-10-17,1,1
433,BAC,2020-03-20,1,1
434,BARK,2021-07-02,1,1
435,BASE,2020-12-24,1,1
492,BB,2020-12-02,1,1
512,BB,2020-12-08,1,1
513,BB,2020-12-11,1,1
514,BB,2020-12-13,1,1
473,BB,2020-12-17,1,2
515,BB,2021-01-11,1,1
445,BB,2021-01-14,1,13
439,BB,2021-01-15,1,24
457,BB,2021-01-16,1,6
465,BB,2021-01-17,1,4
450,BB,2021-01-18,1,10
437,BB,2021-01-19,1,32
438,BB,2021-01-20,1,31
440,BB,2021-01-21,1,21
442,BB,2021-01-22,1,18
456,BB,2021-01-23,1,6
516,BB,2021-01-24,1,1
436,BB,2021-01-25,1,39
451,BB,2021-01-26,1,9
452,BB,2021-01-27,1,9
469,BB,2021-01-28,1,3
446,BB,2021-01-29,1,11
470,BB,2021-01-30,1,3
454,BB,2021-01-31,1,7
448,BB,2021-02-01,1,10
455,BB,2021-02-02,1,6
458,BB,2021-02-03,1,6
461,BB,2021-02-10,1,4
478,BB,2021-02-17,1,2
477,BB,2021-02-20,1,2
476,BB,2021-02-24,1,2
517,BB,2021-03-02,1,1
511,BB,2021-03-03,1,1
462,BB,2021-03-08,1,4
518,BB,2021-03-09,1,1
520,BB,2021-03-28,1,1
521,BB,2021-03-29,1,1
522,BB,2021-03-30,1,1
475,BB,2021-04-01,1,2
474,BB,2021-04-08,1,2
523,BB,2021-04-16,1,1
524,BB,2021-04-28,1,1
525,BB,2021-05-13,1,1
466,BB,2021-05-26,1,3
467,BB,2021-05-28,1,3
519,BB,2021-05-30,1,1
510,BB,2021-05-31,1,1
441,BB,2021-06-02,1,19
443,BB,2021-06-03,1,17
453,BB,2021-06-04,1,8
464,BB,2021-06-05,1,4
463,BB,2021-06-06,1,4
444,BB,2021-06-07,1,14
449,BB,2021-06-08,1,10
472,BB,2021-06-09,1,2
447,BB,2021-06-10,1,10
509,BB,2021-06-11,1,1
481,BB,2021-06-12,1,2
508,BB,2021-06-15,1,1
459,BB,2021-06-17,1,5
493,BB,2021-06-18,1,1
468,BB,2021-06-21,1,3
480,BB,2021-06-23,1,2
494,BB,2021-06-24,1,1
495,BB,2021-06-25,1,1
496,BB,2021-07-01,1,1
497,BB,2021-07-28,1,1
498,BB,2021-07-29,1,1
479,BB,2021-08-01,1,2
499,BB,2021-08-08,1,1
500,BB,2021-09-07,1,1
501,BB,2021-09-13,1,1
502,BB,2021-09-22,1,1
460,BB,2021-09-23,1,4
503,BB,2021-09-26,1,1
504,BB,2021-09-28,1,1
505,BB,2021-10-14,1,1
506,BB,2021-10-27,1,1
507,BB,2021-10-28,1,1
491,BB,2021-10-29,1,1
490,BB,2021-11-02,1,1
471,BB,2021-11-03,1,2
489,BB,2021-11-05,1,1
488,BB,2021-11-13,1,1
482,BB,2021-11-19,1,1
483,BB,2021-11-25,1,1
484,BB,2021-11-29,1,1
485,BB,2021-12-03,1,1
486,BB,2021-12-21,1,1
487,BB,2021-12-22,1,1
571,BBBY,2019-04-11,1,1
572,BBBY,2020-12-29,1,1
557,BBBY,2021-01-05,1,2
552,BBBY,2021-01-12,1,3
573,BBBY,2021-01-15,1,1
553,BBBY,2021-01-17,1,3
574,BBBY,2021-01-26,1,1
575,BBBY,2021-09-30,1,1
576,BBBY,2021-11-03,1,1
577,BBBY,2021-11-05,1,1
578,BBBY,2021-11-10,1,1
556,BBBY,2022-03-08,1,2
579,BBBY,2022-05-09,1,1
570,BBBY,2022-06-18,1,1
546,BBBY,2022-08-04,1,5
539,BBBY,2022-08-05,1,8
569,BBBY,2022-08-06,1,1
535,BBBY,2022-08-07,1,12
536,BBBY,2022-08-08,1,12
533,BBBY,2022-08-09,1,18
547,BBBY,2022-08-10,1,4
542,BBBY,2022-08-11,1,6
537,BBBY,2022-08-12,1,12
559,BBBY,2022-08-13,1,1
548,BBBY,2022-08-14,1,4
527,BBBY,2022-08-15,1,27
528,BBBY,2022-08-16,1,27
526,BBBY,2022-08-17,1,31
530,BBBY,2022-08-18,1,23
531,BBBY,2022-08-19,1,23
543,BBBY,2022-08-20,1,6
538,BBBY,2022-08-21,1,10
544,BBBY,2022-08-22,1,6
534,BBBY,2022-08-23,1,14
529,BBBY,2022-08-24,1,24
540,BBBY,2022-08-25,1,7
549,BBBY,2022-08-26,1,4
545,BBBY,2022-08-27,1,5
554,BBBY,2022-08-28,1,3
541,BBBY,2022-08-29,1,6
532,BBBY,2022-08-30,1,20
555,BBBY,2022-08-31,1,3
550,BBBY,2022-09-01,1,4
568,BBBY,2022-09-03,1,1
551,BBBY,2022-09-05,1,4
558,BBBY,2022-09-06,1,2
560,BBBY,2022-09-08,1,1
561,BBBY,2022-09-12,1,1
562,BBBY,2022-09-13,1,1
563,BBBY,2022-09-15,1,1
564,BBBY,2022-09-21,1,1
565,BBBY,2022-10-01,1,1
566,BBBY,2022-10-13,1,1
567,BBBY,2022-10-18,1,1
580,BBY,2019-12-17,1,1
581,BBY,2020-03-23,1,1
582,BBY,2021-02-01,1,1
583,BBY,2022-08-07,1,1
584,BBY,2022-08-18,1,1
585,BBY,2022-08-29,1,1
586,BCRX,2021-05-15,1,1
587,BCRX,2021-05-27,1,1
589,BE,2020-11-27,1,1
590,BE,2021-01-16,1,1
591,BE,2021-01-26,1,1
588,BE,2021-01-28,1,2
592,BE,2021-01-29,1,1
593,BE,2021-01-30,1,1
594,BE,2021-02-02,1,1
595,BE,2022-08-05,1,1
596,BEST,2021-01-29,1,1
597,BEST,2021-02-03,1,1
598,BG,2021-01-13,1,1
599,BGS,2021-06-14,1,1
600,BILI,2020-07-02,1,1
601,BILI,2021-01-09,1,1
602,BIT,2022-03-17,1,2
603,BITF,2021-02-19,1,1
604,BJ,2020-09-10,1,1
605,BKKT,2021-10-22,1,1
606,BLNK,2021-01-10,1,1
607,BMA,2019-09-05,1,1
608,BMY,2019-01-06,1,1
614,BNGO,2021-01-04,1,1
610,BNGO,2021-01-21,1,1
609,BNGO,2021-01-22,1,2
613,BNGO,2021-04-26,1,1
611,BNGO,2021-06-11,1,1
612,BNGO,2021-06-13,1,1
615,BODY,2021-02-01,1,1
616,BODY,2021-07-14,1,1
617,BODY,2021-08-05,1,1
618,BODY,2021-09-16,1,1
619,BOOM,2019-11-12,1,1
620,BOOM,2021-04-07,1,1
621,BOX,2020-05-21,1,2
622,BP,2021-06-05,1,1
623,BRK/A,2021-01-29,1,1
624,BRK/B,2021-01-23,1,1
625,BRO,2020-11-06,1,1
626,BROS,2021-12-18,1,1
627,BUD,2019-01-06,1,1
628,BUD,2019-08-13,1,1
629,BUD,2020-05-27,1,1
630,BY,2021-02-03,1,1
631,BY,2021-02-26,1,1
632,BY,2022-08-19,1,1
633,BYD,2021-01-10,1,1
634,BYD,2021-01-20,1,1
637,BYND,2019-06-10,1,1
638,BYND,2019-06-18,1,1
639,BYND,2019-06-20,1,1
635,BYND,2019-07-26,1,2
640,BYND,2019-08-20,1,1
641,BYND,2019-10-18,1,1
642,BYND,2019-12-16,1,1
643,BYND,2020-01-14,1,1
644,BYND,2020-02-13,1,1
645,BYND,2020-04-06,1,1
646,BYND,2020-04-27,1,1
647,BYND,2020-07-12,1,1
648,BYND,2020-08-07,1,1
649,BYND,2021-05-30,1,1
636,BYND,2022-06-22,1,1
660,C,2019-09-01,1,1
652,C,2020-08-31,1,1
651,C,2021-01-14,1,2
650,C,2021-01-29,1,2
659,C,2021-01-31,1,1
653,C,2021-02-02,1,1
654,C,2021-02-24,1,1
655,C,2021-02-25,1,1
656,C,2021-03-02,1,1
657,C,2021-06-28,1,1
658,C,2021-09-08,1,1
661,CAC,2021-08-12,1,1
662,CAR,2019-01-06,1,1
663,CARE,2021-02-01,1,1
664,CAT,2019-10-23,1,1
665,CAT,2020-03-10,1,1
666,CAT,2020-08-05,1,1
667,CAT,2021-05-06,1,1
668,CC,2019-12-01,1,1
673,CCJ,2021-09-07,1,1
672,CCJ,2021-09-08,1,2
671,CCJ,2021-09-10,1,2
670,CCJ,2021-09-11,1,2
674,CCJ,2021-09-14,1,1
675,CCJ,2021-09-15,1,1
676,CCJ,2022-03-09,1,1
669,CCJ,2022-05-04,1,2
677,CCL,2020-06-10,1,1
678,CCL,2021-02-19,1,1
679,CCLP,2021-01-27,1,1
680,CD,2022-05-23,1,1
681,CDE,2021-05-17,1,1
683,CGC,2019-08-09,1,1
684,CGC,2019-08-20,1,1
682,CGC,2019-08-28,1,1
685,CHGG,2019-09-19,1,1
686,CHGG,2022-02-01,1,1
687,CHH,2020-09-28,1,1
688,CHWY,2021-12-09,1,1
689,CHWY,2022-02-28,1,1
690,CL,2020-04-01,1,1
691,CL,2021-01-23,1,1
709,CLF,2021-01-06,1,1
708,CLF,2021-03-31,1,1
707,CLF,2021-04-24,1,1
706,CLF,2021-04-26,1,1
692,CLF,2021-06-09,1,19
693,CLF,2021-06-10,1,6
694,CLF,2021-06-11,1,6
696,CLF,2021-06-12,1,2
695,CLF,2021-07-01,1,3
697,CLF,2021-07-02,1,1
698,CLF,2021-07-07,1,1
699,CLF,2021-07-08,1,1
700,CLF,2021-07-13,1,1
701,CLF,2021-07-16,1,1
702,CLF,2021-07-21,1,1
703,CLF,2021-08-04,1,1
704,CLF,2021-10-18,1,1
705,CLF,2021-10-22,1,1
728,CLNE,2021-02-08,1,1
722,CLNE,2021-06-02,1,2
713,CLNE,2021-06-03,1,4
714,CLNE,2021-06-04,1,4
715,CLNE,2021-06-07,1,4
710,CLNE,2021-06-08,1,14
712,CLNE,2021-06-09,1,6
721,CLNE,2021-06-10,1,3
726,CLNE,2021-06-11,1,2
729,CLNE,2021-06-12,1,1
711,CLNE,2021-06-14,1,8
720,CLNE,2021-06-15,1,3
719,CLNE,2021-06-17,1,3
730,CLNE,2021-06-19,1,1
731,CLNE,2021-06-20,1,1
718,CLNE,2021-06-21,1,3
716,CLNE,2021-06-24,1,4
725,CLNE,2021-06-29,1,2
732,CLNE,2021-07-02,1,1
733,CLNE,2021-07-12,1,1
724,CLNE,2021-07-27,1,2
717,CLNE,2021-08-07,1,4
723,CLNE,2021-08-24,1,2
727,CLNE,2021-08-25,1,1
769,CLOV,2021-01-22,1,2
811,CLOV,2021-02-04,1,1
768,CLOV,2021-04-16,1,2
810,CLOV,2021-04-17,1,1
767,CLOV,2021-04-18,1,2
762,CLOV,2021-04-19,1,2
809,CLOV,2021-04-20,1,1
741,CLOV,2021-04-27,1,6
738,CLOV,2021-04-28,1,10
740,CLOV,2021-04-29,1,6
766,CLOV,2021-04-30,1,2
790,CLOV,2021-05-04,1,1
765,CLOV,2021-05-08,1,2
750,CLOV,2021-05-09,1,3
791,CLOV,2021-06-03,1,1
792,CLOV,2021-06-05,1,1
764,CLOV,2021-06-06,1,2
734,CLOV,2021-06-07,1,14
735,CLOV,2021-06-08,1,14
749,CLOV,2021-06-09,1,3
745,CLOV,2021-06-10,1,4
793,CLOV,2021-06-11,1,1
794,CLOV,2021-06-12,1,1
795,CLOV,2021-06-16,1,1
763,CLOV,2021-06-17,1,2
796,CLOV,2021-06-20,1,1
797,CLOV,2021-06-21,1,1
739,CLOV,2021-06-22,1,7
742,CLOV,2021-06-23,1,5
798,CLOV,2021-06-24,1,1
799,CLOV,2021-06-26,1,1
800,CLOV,2021-06-27,1,1
748,CLOV,2021-06-28,1,3
746,CLOV,2021-06-29,1,4
801,CLOV,2021-07-07,1,1
802,CLOV,2021-07-09,1,1
751,CLOV,2021-07-12,1,3
803,CLOV,2021-07-14,1,1
752,CLOV,2021-07-21,1,3
804,CLOV,2021-07-22,1,1
789,CLOV,2021-07-24,1,1
787,CLOV,2021-07-26,1,1
770,CLOV,2021-07-28,1,1
755,CLOV,2021-08-07,1,2
786,CLOV,2021-08-08,1,1
771,CLOV,2021-08-09,1,1
753,CLOV,2021-08-10,1,3
772,CLOV,2021-08-13,1,1
773,CLOV,2021-08-14,1,1
754,CLOV,2021-08-15,1,2
760,CLOV,2021-08-16,1,2
774,CLOV,2021-08-18,1,1
775,CLOV,2021-08-19,1,1
776,CLOV,2021-08-20,1,1
747,CLOV,2021-08-24,1,4
777,CLOV,2021-08-28,1,1
761,CLOV,2021-09-02,1,2
744,CLOV,2021-09-03,1,4
756,CLOV,2021-09-04,1,2
737,CLOV,2021-09-05,1,10
759,CLOV,2021-09-06,1,2
736,CLOV,2021-09-07,1,13
778,CLOV,2021-09-09,1,1
758,CLOV,2021-09-10,1,2
779,CLOV,2021-09-12,1,1
780,CLOV,2021-09-14,1,1
781,CLOV,2021-09-20,1,1
782,CLOV,2021-09-28,1,1
783,CLOV,2021-10-01,1,1
784,CLOV,2021-10-07,1,1
757,CLOV,2021-10-10,1,2
743,CLOV,2021-10-11,1,4
785,CLOV,2021-10-12,1,1
805,CLOV,2021-10-14,1,1
788,CLOV,2021-11-03,1,1
806,CLOV,2021-11-06,1,1
807,CLOV,2021-11-10,1,1
808,CLOV,2021-11-11,1,1
812,CLVR,2020-12-03,1,3
