,tickers,Time of Creation,count
13656,TRUE,2019-03-09,1
13655,TRUE,2020-01-03,1
13654,TRUE,2020-04-08,1
13657,TRUE,2021-01-16,1
13652,TRUE,2021-01-19,1
13651,TRUE,2021-01-27,1
13650,TRUE,2021-01-28,1
13639,TRUE,2021-01-29,3
13649,TRUE,2021-02-01,1
13640,TRUE,2021-02-03,2
13648,TRUE,2021-02-14,1
13653,TRUE,2021-03-08,1
13641,TRUE,2021-06-21,2
13645,TRUE,2021-06-22,1
13644,TRUE,2021-08-24,1
13643,TRUE,2021-11-25,1
13642,TRUE,2021-12-03,1
13647,TRUE,2022-03-16,1
13646,TRUE,2022-05-04,1
13658,TRVG,2021-02-12,1
13659,TRVN,2021-01-28,1
13661,TS,2021-01-25,1
13660,TS,2021-01-30,1
13662,TS,2021-06-16,1
13664,TSCO,2021-04-30,1
13663,TSCO,2021-05-07,2
13665,TSE,2020-03-06,1
14091,TSLA,2019-01-02,1
14090,TSLA,2019-01-04,1
14095,TSLA,2019-01-09,1
13948,TSLA,2019-01-13,2
14097,TSLA,2019-01-15,1
14096,TSLA,2019-01-20,1
14094,TSLA,2019-01-23,1
14093,TSLA,2019-01-30,1
14092,TSLA,2019-02-01,1
14006,TSLA,2019-02-02,2
14083,TSLA,2019-02-06,1
14089,TSLA,2019-02-10,1
14088,TSLA,2019-02-23,1
14087,TSLA,2019-02-27,1
14009,TSLA,2019-02-28,2
14086,TSLA,2019-03-02,1
14007,TSLA,2019-03-03,2
14085,TSLA,2019-03-05,1
14084,TSLA,2019-03-06,1
14000,TSLA,2019-03-07,2
14042,TSLA,2019-03-17,1
13999,TSLA,2019-03-18,2
14004,TSLA,2019-04-03,2
13822,TSLA,2019-04-04,3
14048,TSLA,2019-04-06,1
14046,TSLA,2019-04-08,1
14052,TSLA,2019-04-11,1
14050,TSLA,2019-04-12,1
14002,TSLA,2019-04-22,2
14001,TSLA,2019-04-24,2
14051,TSLA,2019-04-26,1
14049,TSLA,2019-04-28,1
14053,TSLA,2019-04-30,1
14045,TSLA,2019-05-02,1
13832,TSLA,2019-05-07,3
14047,TSLA,2019-05-09,1
14054,TSLA,2019-05-10,1
14057,TSLA,2019-05-15,1
13829,TSLA,2019-05-16,3
14020,TSLA,2019-05-17,2
14019,TSLA,2019-05-18,2
13799,TSLA,2019-05-21,4
13827,TSLA,2019-05-22,3
14058,TSLA,2019-05-31,1
14055,TSLA,2019-06-01,1
14056,TSLA,2019-06-02,1
13826,TSLA,2019-06-03,3
14012,TSLA,2019-06-04,2
14016,TSLA,2019-06-06,2
14040,TSLA,2019-06-11,1
14044,TSLA,2019-06-16,1
14043,TSLA,2019-07-01,1
14041,TSLA,2019-07-02,1
14069,TSLA,2019-07-14,1
14071,TSLA,2019-07-16,1
14070,TSLA,2019-07-17,1
13987,TSLA,2019-07-19,2
14072,TSLA,2019-07-20,1
14073,TSLA,2019-07-23,1
13870,TSLA,2019-07-24,3
13791,TSLA,2019-07-25,4
14081,TSLA,2019-07-26,1
14082,TSLA,2019-09-27,1
14074,TSLA,2019-10-01,1
14075,TSLA,2019-10-07,1
14076,TSLA,2019-10-17,1
14077,TSLA,2019-10-20,1
14080,TSLA,2019-10-23,1
14079,TSLA,2019-10-24,1
14078,TSLA,2019-10-25,1
13979,TSLA,2019-10-30,2
14068,TSLA,2019-11-02,1
14067,TSLA,2019-11-04,1
13983,TSLA,2019-11-12,2
14061,TSLA,2019-11-20,1
13702,TSLA,2019-11-22,10
13982,TSLA,2019-11-23,2
14062,TSLA,2019-11-27,1
14063,TSLA,2019-11-30,1
13991,TSLA,2019-12-12,2
13867,TSLA,2019-12-18,3
13866,TSLA,2019-12-20,3
13758,TSLA,2019-12-23,5
13809,TSLA,2019-12-24,4
14060,TSLA,2019-12-29,1
14059,TSLA,2019-12-30,1
13996,TSLA,2020-01-03,2
13814,TSLA,2020-01-06,4
13871,TSLA,2020-01-07,3
14065,TSLA,2020-01-08,1
13681,TSLA,2020-01-09,15
14066,TSLA,2020-01-10,1
13877,TSLA,2020-01-13,3
13808,TSLA,2020-01-14,4
14064,TSLA,2020-01-16,1
14251,TSLA,2020-01-19,1
13804,TSLA,2020-01-20,4
13873,TSLA,2020-01-21,3
13990,TSLA,2020-01-22,2
14250,TSLA,2020-01-23,1
13801,TSLA,2020-01-24,4
14254,TSLA,2020-01-26,1
13802,TSLA,2020-01-29,4
13727,TSLA,2020-01-30,6
13872,TSLA,2020-01-31,3
14253,TSLA,2020-02-01,1
14252,TSLA,2020-02-02,1
13678,TSLA,2020-02-03,16
13668,TSLA,2020-02-04,25
13762,TSLA,2020-02-05,5
13989,TSLA,2020-02-06,2
14245,TSLA,2020-02-07,1
13805,TSLA,2020-02-09,4
14247,TSLA,2020-02-10,1
13742,TSLA,2020-02-12,6
14246,TSLA,2020-02-18,1
13807,TSLA,2020-02-19,4
13995,TSLA,2020-02-20,2
14249,TSLA,2020-02-21,1
13779,TSLA,2020-02-22,4
14248,TSLA,2020-02-23,1
13854,TSLA,2020-02-27,3
13997,TSLA,2020-03-02,2
13761,TSLA,2020-03-03,5
13853,TSLA,2020-03-04,3
13994,TSLA,2020-03-06,2
14258,TSLA,2020-03-07,1
14257,TSLA,2020-03-09,1
13993,TSLA,2020-03-13,2
13787,TSLA,2020-03-16,4
13992,TSLA,2020-03-17,2
13782,TSLA,2020-03-18,4
13850,TSLA,2020-03-19,3
13849,TSLA,2020-03-20,3
14259,TSLA,2020-03-21,1
14256,TSLA,2020-03-22,1
14255,TSLA,2020-03-25,1
13978,TSLA,2020-03-27,2
13783,TSLA,2020-03-29,4
13980,TSLA,2020-04-06,2
13846,TSLA,2020-04-14,3
13675,TSLA,2020-04-15,17
13981,TSLA,2020-04-17,2
14238,TSLA,2020-04-18,1
14236,TSLA,2020-04-19,1
13988,TSLA,2020-04-20,2
14235,TSLA,2020-04-21,1
14237,TSLA,2020-04-24,1
13986,TSLA,2020-04-26,2
13984,TSLA,2020-04-27,2
14243,TSLA,2020-04-28,1
13985,TSLA,2020-04-29,2
13813,TSLA,2020-04-30,4
13859,TSLA,2020-05-01,3
14241,TSLA,2020-05-02,1
14244,TSLA,2020-05-03,1
13998,TSLA,2020-05-04,2
14242,TSLA,2020-05-05,1
14013,TSLA,2020-05-07,2
13856,TSLA,2020-05-08,3
14240,TSLA,2020-05-10,1
14239,TSLA,2020-05-11,1
14014,TSLA,2020-05-14,2
14015,TSLA,2020-05-20,2
14288,TSLA,2020-05-26,1
13855,TSLA,2020-05-30,3
14290,TSLA,2020-06-03,1
14289,TSLA,2020-06-08,1
14010,TSLA,2020-06-10,2
14011,TSLA,2020-06-11,2
13857,TSLA,2020-06-12,3
14283,TSLA,2020-06-14,1
13858,TSLA,2020-06-15,3
14282,TSLA,2020-06-18,1
14281,TSLA,2020-06-21,1
14287,TSLA,2020-06-26,1
14284,TSLA,2020-06-29,1
13739,TSLA,2020-06-30,6
14286,TSLA,2020-07-01,1
13688,TSLA,2020-07-02,14
14285,TSLA,2020-07-04,1
13860,TSLA,2020-07-05,3
13669,TSLA,2020-07-06,23
13812,TSLA,2020-07-07,4
13755,TSLA,2020-07-08,5
13861,TSLA,2020-07-09,3
13666,TSLA,2020-07-10,27
13694,TSLA,2020-07-11,12
14291,TSLA,2020-07-12,1
13685,TSLA,2020-07-13,15
13714,TSLA,2020-07-14,8
13757,TSLA,2020-07-15,5
13862,TSLA,2020-07-16,3
14297,TSLA,2020-07-17,1
13863,TSLA,2020-07-18,3
14296,TSLA,2020-07-19,1
14295,TSLA,2020-07-20,1
13673,TSLA,2020-07-21,17
13864,TSLA,2020-07-22,3
13706,TSLA,2020-07-23,9
14017,TSLA,2020-07-24,2
14018,TSLA,2020-07-25,2
14298,TSLA,2020-07-26,1
13788,TSLA,2020-07-28,4
13865,TSLA,2020-07-31,3
14299,TSLA,2020-08-01,1
14003,TSLA,2020-08-02,2
14293,TSLA,2020-08-05,1
14005,TSLA,2020-08-07,2
14292,TSLA,2020-08-09,1
13847,TSLA,2020-08-11,3
13848,TSLA,2020-08-12,3
14294,TSLA,2020-08-14,1
14280,TSLA,2020-08-16,1
13744,TSLA,2020-08-17,6
13687,TSLA,2020-08-18,14
14008,TSLA,2020-08-19,2
13672,TSLA,2020-08-20,18
13851,TSLA,2020-08-21,3
13686,TSLA,2020-08-22,14
13747,TSLA,2020-08-23,6
13852,TSLA,2020-08-24,3
13945,TSLA,2020-08-25,2
14268,TSLA,2020-08-26,1
13683,TSLA,2020-08-27,15
13946,TSLA,2020-08-28,2
13756,TSLA,2020-08-29,5
13947,TSLA,2020-08-30,2
13684,TSLA,2020-08-31,15
13803,TSLA,2020-09-01,4
13724,TSLA,2020-09-02,7
13670,TSLA,2020-09-03,18
13811,TSLA,2020-09-04,4
13676,TSLA,2020-09-05,17
13680,TSLA,2020-09-07,15
13692,TSLA,2020-09-08,13
13700,TSLA,2020-09-09,11
13751,TSLA,2020-09-10,5
13750,TSLA,2020-09-11,5
13792,TSLA,2020-09-12,4
13691,TSLA,2020-09-14,13
13728,TSLA,2020-09-15,6
13705,TSLA,2020-09-16,9
13746,TSLA,2020-09-17,6
13749,TSLA,2020-09-18,5
13942,TSLA,2020-09-19,2
13943,TSLA,2020-09-20,2
13725,TSLA,2020-09-21,7
13748,TSLA,2020-09-22,5
13701,TSLA,2020-09-23,11
14262,TSLA,2020-09-27,1
13944,TSLA,2020-09-28,2
13789,TSLA,2020-09-29,4
13949,TSLA,2020-10-02,2
13874,TSLA,2020-10-05,3
14261,TSLA,2020-10-06,1
14260,TSLA,2020-10-09,1
13952,TSLA,2020-10-10,2
13875,TSLA,2020-10-11,3
14263,TSLA,2020-10-12,1
14266,TSLA,2020-10-13,1
14267,TSLA,2020-10-14,1
13772,TSLA,2020-10-16,5
14265,TSLA,2020-10-17,1
13876,TSLA,2020-10-18,3
14264,TSLA,2020-10-19,1
13878,TSLA,2020-10-21,3
14276,TSLA,2020-10-22,1
13950,TSLA,2020-10-23,2
13951,TSLA,2020-10-25,2
14277,TSLA,2020-10-26,1
14279,TSLA,2020-10-27,1
13936,TSLA,2020-10-30,2
14278,TSLA,2020-11-04,1
13770,TSLA,2020-11-07,5
14273,TSLA,2020-11-08,1
14272,TSLA,2020-11-10,1
14271,TSLA,2020-11-11,1
13938,TSLA,2020-11-12,2
14270,TSLA,2020-11-13,1
13711,TSLA,2020-11-14,8
13939,TSLA,2020-11-15,2
13698,TSLA,2020-11-16,11
13937,TSLA,2020-11-17,2
13868,TSLA,2020-11-18,3
13682,TSLA,2020-11-19,15
13934,TSLA,2020-11-20,2
14269,TSLA,2020-11-21,1
14275,TSLA,2020-11-22,1
14274,TSLA,2020-11-23,1
13933,TSLA,2020-11-24,2
13869,TSLA,2020-11-25,3
13935,TSLA,2020-11-26,2
14114,TSLA,2020-11-27,1
13806,TSLA,2020-11-28,4
13766,TSLA,2020-11-29,5
13941,TSLA,2020-11-30,2
14112,TSLA,2020-12-01,1
14111,TSLA,2020-12-02,1
13760,TSLA,2020-12-03,5
13736,TSLA,2020-12-04,6
13774,TSLA,2020-12-05,5
14110,TSLA,2020-12-06,1
13690,TSLA,2020-12-07,13
13785,TSLA,2020-12-08,4
13667,TSLA,2020-12-09,26
13713,TSLA,2020-12-10,8
13771,TSLA,2020-12-11,5
14113,TSLA,2020-12-12,1
13940,TSLA,2020-12-13,2
13743,TSLA,2020-12-14,6
13781,TSLA,2020-12-15,4
13845,TSLA,2020-12-17,3
13695,TSLA,2020-12-18,12
13699,TSLA,2020-12-19,11
13966,TSLA,2020-12-20,2
14115,TSLA,2020-12-21,1
13776,TSLA,2020-12-22,5
14124,TSLA,2020-12-24,1
13967,TSLA,2020-12-25,2
14123,TSLA,2020-12-26,1
14125,TSLA,2020-12-28,1
13964,TSLA,2020-12-29,2
13828,TSLA,2020-12-30,3
13830,TSLA,2020-12-31,3
14128,TSLA,2021-01-01,1
13780,TSLA,2021-01-02,4
14127,TSLA,2021-01-03,1
13717,TSLA,2021-01-04,7
13831,TSLA,2021-01-05,3
13697,TSLA,2021-01-06,11
13708,TSLA,2021-01-07,9
13671,TSLA,2021-01-08,18
13689,TSLA,2021-01-09,14
14126,TSLA,2021-01-10,1
13677,TSLA,2021-01-11,17
13709,TSLA,2021-01-12,8
13737,TSLA,2021-01-13,6
13784,TSLA,2021-01-14,4
13965,TSLA,2021-01-15,2
14122,TSLA,2021-01-16,1
13968,TSLA,2021-01-17,2
14116,TSLA,2021-01-18,1
13819,TSLA,2021-01-20,3
14117,TSLA,2021-01-21,1
13820,TSLA,2021-01-22,3
13703,TSLA,2021-01-23,10
13973,TSLA,2021-01-24,2
13777,TSLA,2021-01-25,4
14118,TSLA,2021-01-27,1
13764,TSLA,2021-01-28,5
13765,TSLA,2021-01-29,5
13778,TSLA,2021-01-30,4
13712,TSLA,2021-01-31,8
13821,TSLA,2021-02-01,3
13738,TSLA,2021-02-02,6
13768,TSLA,2021-02-03,5
13974,TSLA,2021-02-04,2
13767,TSLA,2021-02-10,5
14121,TSLA,2021-02-11,1
13740,TSLA,2021-02-12,6
13741,TSLA,2021-02-13,6
13718,TSLA,2021-02-14,7
14120,TSLA,2021-02-17,1
13975,TSLA,2021-02-19,2
13823,TSLA,2021-02-21,3
14119,TSLA,2021-02-22,1
13824,TSLA,2021-02-23,3
13976,TSLA,2021-02-24,2
13825,TSLA,2021-02-25,3
13977,TSLA,2021-02-26,2
13972,TSLA,2021-02-27,2
13970,TSLA,2021-03-02,2
13971,TSLA,2021-03-04,2
14103,TSLA,2021-03-08,1
13969,TSLA,2021-03-09,2
13763,TSLA,2021-03-13,5
13833,TSLA,2021-03-14,3
13710,TSLA,2021-03-16,8
13959,TSLA,2021-03-29,2
13960,TSLA,2021-03-30,2
14104,TSLA,2021-03-31,1
13840,TSLA,2021-04-01,3
13769,TSLA,2021-04-02,5
13841,TSLA,2021-04-04,3
13707,TSLA,2021-04-05,9
13726,TSLA,2021-04-06,6
14098,TSLA,2021-04-07,1
13958,TSLA,2021-04-14,2
13954,TSLA,2021-04-15,2
14102,TSLA,2021-04-16,1
13955,TSLA,2021-04-18,2
13956,TSLA,2021-04-19,2
13953,TSLA,2021-04-21,2
14101,TSLA,2021-04-22,1
13842,TSLA,2021-04-23,3
13759,TSLA,2021-04-26,5
13957,TSLA,2021-04-27,2
13843,TSLA,2021-04-30,3
14100,TSLA,2021-05-01,1
14099,TSLA,2021-05-02,1
14105,TSLA,2021-05-03,1
13810,TSLA,2021-05-07,4
13715,TSLA,2021-05-09,7
14107,TSLA,2021-05-11,1
13733,TSLA,2021-05-13,6
13732,TSLA,2021-05-14,6
13844,TSLA,2021-05-17,3
14108,TSLA,2021-05-18,1
13962,TSLA,2021-05-23,2
14109,TSLA,2021-05-24,1
13963,TSLA,2021-05-25,2
13839,TSLA,2021-05-26,3
13961,TSLA,2021-05-30,2
14106,TSLA,2021-06-02,1
14199,TSLA,2021-06-07,1
14038,TSLA,2021-06-10,2
14039,TSLA,2021-06-17,2
13834,TSLA,2021-06-18,3
13835,TSLA,2021-06-20,3
14027,TSLA,2021-06-21,2
13836,TSLA,2021-06-23,3
13793,TSLA,2021-06-24,4
14195,TSLA,2021-06-25,1
14194,TSLA,2021-07-06,1
14193,TSLA,2021-07-07,1
14025,TSLA,2021-07-08,2
13837,TSLA,2021-07-17,3
14198,TSLA,2021-07-20,1
13773,TSLA,2021-07-29,5
13729,TSLA,2021-07-30,6
13730,TSLA,2021-08-01,6
13731,TSLA,2021-08-02,6
14197,TSLA,2021-08-09,1
13838,TSLA,2021-08-11,3
13790,TSLA,2021-08-17,4
14196,TSLA,2021-08-23,1
14035,TSLA,2021-08-24,2
14223,TSLA,2021-08-25,1
14222,TSLA,2021-09-01,1
14221,TSLA,2021-09-04,1
14033,TSLA,2021-09-06,2
14234,TSLA,2021-09-07,1
14231,TSLA,2021-09-10,1
13881,TSLA,2021-09-12,3
13775,TSLA,2021-09-14,5
14022,TSLA,2021-09-15,2
14037,TSLA,2021-09-18,2
14021,TSLA,2021-09-19,2
14201,TSLA,2021-09-24,1
14030,TSLA,2021-09-25,2
14217,TSLA,2021-09-26,1
13889,TSLA,2021-09-27,3
14158,TSLA,2021-09-29,1
14157,TSLA,2021-10-01,1
14152,TSLA,2021-10-07,1
14153,TSLA,2021-10-11,1
13884,TSLA,2021-10-15,3
14165,TSLA,2021-10-16,1
13696,TSLA,2021-10-17,12
13800,TSLA,2021-10-18,4
13704,TSLA,2021-10-19,9
13723,TSLA,2021-10-21,7
14161,TSLA,2021-10-23,1
13679,TSLA,2021-10-25,16
13798,TSLA,2021-10-26,4
13900,TSLA,2021-10-27,3
13896,TSLA,2021-10-28,3
13745,TSLA,2021-10-29,6
14028,TSLA,2021-10-30,2
14029,TSLA,2021-10-31,2
13693,TSLA,2021-11-01,13
13897,TSLA,2021-11-02,3
14026,TSLA,2021-11-03,2
13901,TSLA,2021-11-04,3
14023,TSLA,2021-11-05,2
13722,TSLA,2021-11-06,7
13674,TSLA,2021-11-07,17
14024,TSLA,2021-11-08,2
13887,TSLA,2021-11-09,3
14034,TSLA,2021-11-10,2
13794,TSLA,2021-11-11,4
14036,TSLA,2021-11-13,2
14147,TSLA,2021-11-15,1
14144,TSLA,2021-11-18,1
13721,TSLA,2021-11-20,7
13891,TSLA,2021-11-22,3
14142,TSLA,2021-11-23,1
14031,TSLA,2021-12-03,2
13885,TSLA,2021-12-04,3
14173,TSLA,2021-12-05,1
13720,TSLA,2021-12-07,7
14032,TSLA,2021-12-09,2
14184,TSLA,2021-12-13,1
13902,TSLA,2021-12-14,3
14174,TSLA,2021-12-15,1
14179,TSLA,2021-12-16,1
14178,TSLA,2021-12-17,1
14177,TSLA,2021-12-22,1
14175,TSLA,2021-12-23,1
14191,TSLA,2021-12-24,1
13894,TSLA,2021-12-26,3
14172,TSLA,2021-12-27,1
13911,TSLA,2021-12-28,2
14168,TSLA,2021-12-29,1
14169,TSLA,2021-12-31,1
13795,TSLA,2022-01-01,4
13796,TSLA,2022-01-02,4
13735,TSLA,2022-01-03,6
13797,TSLA,2022-01-04,4
14170,TSLA,2022-01-05,1
13912,TSLA,2022-01-08,2
14171,TSLA,2022-01-09,1
13886,TSLA,2022-01-10,3
13909,TSLA,2022-01-11,2
14167,TSLA,2022-01-12,1
13882,TSLA,2022-01-13,3
13734,TSLA,2022-01-15,6
13910,TSLA,2022-01-17,2
13916,TSLA,2022-01-18,2
14166,TSLA,2022-01-19,1
14185,TSLA,2022-01-20,1
14189,TSLA,2022-01-21,1
13918,TSLA,2022-01-22,2
14190,TSLA,2022-01-23,1
13888,TSLA,2022-01-24,3
13917,TSLA,2022-01-26,2
13913,TSLA,2022-01-27,2
14192,TSLA,2022-01-28,1
13915,TSLA,2022-02-04,2
14188,TSLA,2022-02-05,1
14176,TSLA,2022-02-16,1
13914,TSLA,2022-02-18,2
13899,TSLA,2022-02-23,3
14180,TSLA,2022-02-24,1
14181,TSLA,2022-02-25,1
14182,TSLA,2022-02-28,1
14183,TSLA,2022-03-10,1
14186,TSLA,2022-03-13,1
14187,TSLA,2022-03-19,1
13906,TSLA,2022-03-21,2
14143,TSLA,2022-03-22,1
13905,TSLA,2022-03-23,2
14145,TSLA,2022-03-24,1
14146,TSLA,2022-03-27,1
13904,TSLA,2022-03-28,2
14148,TSLA,2022-03-29,1
14149,TSLA,2022-03-30,1
14150,TSLA,2022-04-03,1
14129,TSLA,2022-04-04,1
14130,TSLA,2022-04-05,1
13908,TSLA,2022-04-07,2
14131,TSLA,2022-04-12,1
13879,TSLA,2022-04-14,3
13753,TSLA,2022-04-15,5
13883,TSLA,2022-04-18,3
13786,TSLA,2022-04-20,4
14132,TSLA,2022-04-21,1
13903,TSLA,2022-04-22,3
14133,TSLA,2022-04-23,1
14134,TSLA,2022-04-24,1
14135,TSLA,2022-04-25,1
14136,TSLA,2022-04-26,1
14137,TSLA,2022-04-27,1
14138,TSLA,2022-04-28,1
13907,TSLA,2022-04-29,2
13898,TSLA,2022-05-02,3
14139,TSLA,2022-05-04,1
14140,TSLA,2022-05-06,1
14141,TSLA,2022-05-07,1
14151,TSLA,2022-05-09,1
13716,TSLA,2022-05-18,7
14160,TSLA,2022-05-19,1
13818,TSLA,2022-05-20,4
14162,TSLA,2022-05-21,1
13926,TSLA,2022-05-22,2
13754,TSLA,2022-05-24,5
14163,TSLA,2022-05-26,1
13928,TSLA,2022-05-28,2
14164,TSLA,2022-05-30,1
13927,TSLA,2022-06-03,2
14159,TSLA,2022-06-04,1
13880,TSLA,2022-06-10,3
14154,TSLA,2022-06-13,1
14155,TSLA,2022-06-16,1
14156,TSLA,2022-06-24,1
13817,TSLA,2022-06-29,4
13893,TSLA,2022-07-01,3
13930,TSLA,2022-07-07,2
13931,TSLA,2022-07-08,2
13932,TSLA,2022-07-09,2
14218,TSLA,2022-07-12,1
14219,TSLA,2022-07-18,1
13895,TSLA,2022-07-20,3
14216,TSLA,2022-07-21,1
13929,TSLA,2022-07-22,2
14200,TSLA,2022-07-24,1
13816,TSLA,2022-07-25,4
14202,TSLA,2022-08-03,1
14203,TSLA,2022-08-04,1
14204,TSLA,2022-08-05,1
13925,TSLA,2022-08-07,2
13922,TSLA,2022-08-09,2
13921,TSLA,2022-08-10,2
14205,TSLA,2022-08-12,1
14206,TSLA,2022-08-17,1
14207,TSLA,2022-08-24,1
14208,TSLA,2022-08-25,1
13752,TSLA,2022-08-30,5
14209,TSLA,2022-09-02,1
14210,TSLA,2022-09-11,1
14211,TSLA,2022-09-20,1
14212,TSLA,2022-09-24,1
14213,TSLA,2022-09-26,1
14214,TSLA,2022-09-29,1
14215,TSLA,2022-09-30,1
13719,TSLA,2022-10-02,7
13890,TSLA,2022-10-03,3
13920,TSLA,2022-10-04,2
13919,TSLA,2022-10-07,2
14220,TSLA,2022-10-08,1
14224,TSLA,2022-10-10,1
14225,TSLA,2022-10-14,1
14226,TSLA,2022-10-15,1
14227,TSLA,2022-10-16,1
14228,TSLA,2022-10-18,1
13892,TSLA,2022-10-19,3
14229,TSLA,2022-10-21,1
14230,TSLA,2022-10-23,1
13923,TSLA,2022-11-04,2
13924,TSLA,2022-11-07,2
13815,TSLA,2022-11-08,4
14232,TSLA,2022-11-09,1
14233,TSLA,2022-11-13,1
14325,TSM,2019-12-11,1
14314,TSM,2020-01-21,2
14313,TSM,2020-02-19,2
14301,TSM,2020-07-12,5
14326,TSM,2020-08-23,1
14327,TSM,2020-08-29,1
14312,TSM,2020-10-06,2
14324,TSM,2021-01-08,1
14306,TSM,2021-01-14,3
14302,TSM,2021-01-24,4
14308,TSM,2021-01-28,2
14303,TSM,2021-02-03,4
14300,TSM,2021-02-15,9
14316,TSM,2021-02-19,1
14307,TSM,2021-04-02,3
14317,TSM,2021-04-24,1
14315,TSM,2021-04-30,1
14309,TSM,2021-05-07,2
14310,TSM,2021-05-13,2
14304,TSM,2021-05-29,4
14318,TSM,2021-10-17,1
14319,TSM,2021-11-20,1
14320,TSM,2021-11-21,1
14311,TSM,2022-01-13,2
14321,TSM,2022-07-13,1
14322,TSM,2022-07-31,1
14323,TSM,2022-08-07,1
14305,TSM,2022-10-23,4
14329,TSN,2020-04-27,1
14330,TSN,2020-05-08,1
14331,TSN,2020-07-12,1
14332,TSN,2020-11-19,1
14328,TSN,2022-11-10,2
14334,TSP,2021-01-28,1
14333,TSP,2021-04-18,2
14336,TT,2021-06-03,2
14338,TT,2021-06-06,1
14337,TT,2021-07-30,2
14335,TT,2022-02-16,8
14348,TTCF,2021-04-22,1
14349,TTCF,2021-04-28,1
14342,TTCF,2021-06-15,11
14340,TTCF,2021-06-29,19
14339,TTCF,2021-07-10,24
14345,TTCF,2021-08-29,2
14344,TTCF,2021-08-30,4
14346,TTCF,2021-08-31,2
14347,TTCF,2021-09-01,2
14341,TTCF,2021-09-02,11
14350,TTCF,2021-09-20,1
14343,TTCF,2021-10-27,9
14354,TTD,2020-11-30,1
14355,TTD,2021-05-16,1
14356,TTD,2021-05-20,1
14357,TTD,2021-06-27,1
14353,TTD,2021-07-28,1
14351,TTD,2022-11-06,7
14352,TTD,2022-11-09,1
14377,TTM,2020-03-11,1
14365,TTM,2020-08-03,1
14366,TTM,2020-08-10,1
14367,TTM,2020-09-06,1
14368,TTM,2020-09-09,1
14369,TTM,2020-11-15,1
14370,TTM,2021-02-10,1
14371,TTM,2021-02-11,1
14372,TTM,2021-03-10,1
14358,TTM,2021-03-13,6
14359,TTM,2021-04-27,5
14360,TTM,2021-04-28,3
14364,TTM,2021-04-29,1
14373,TTM,2021-06-07,1
14374,TTM,2021-06-08,1
14375,TTM,2021-06-27,1
14361,TTM,2021-08-20,2
14362,TTM,2021-09-29,2
14376,TTM,2021-10-30,1
14363,TTM,2021-11-03,2
14378,TTM,2021-11-04,1
14379,TTM,2022-08-28,1
14380,TTM,2022-09-07,1
14383,TTWO,2019-02-06,1
14384,TTWO,2019-12-01,1
14381,TTWO,2019-12-02,2
14382,TTWO,2021-02-09,2
14385,TU,2020-12-05,7
14389,TURN,2020-02-10,1
14388,TURN,2021-01-25,2
14390,TURN,2021-01-27,1
14391,TURN,2021-01-29,1
14392,TURN,2021-02-01,1
14393,TURN,2021-02-02,1
14386,TURN,2021-03-03,2
14394,TURN,2021-03-10,1
14395,TURN,2022-03-01,1
14387,TURN,2022-08-17,2
14396,TUSK,2019-04-04,1
14397,TUYA,2022-06-13,1
14398,TW,2019-01-18,1
14399,TW,2020-07-15,1
14400,TW,2020-07-30,1
14401,TW,2021-04-30,1
14402,TW,2021-05-07,1
14404,TWLO,2020-05-06,2
14406,TWLO,2020-05-22,1
14403,TWLO,2020-05-30,4
14405,TWLO,2020-06-30,2
14407,TWLO,2022-05-03,1
14411,TWNK,2021-02-01,4
14409,TWNK,2021-06-08,6
14410,TWNK,2021-06-09,5
14412,TWNK,2021-06-11,4
14408,TWNK,2021-10-11,17
14414,TWNK,2022-05-15,1
14413,TWNK,2022-05-31,1
14434,TWO,2020-02-18,1
14435,TWO,2020-02-24,1
14436,TWO,2020-02-25,1
14437,TWO,2020-04-06,1
14439,TWO,2020-04-10,1
14440,TWO,2020-04-27,1
14441,TWO,2020-06-28,1
14442,TWO,2020-11-24,1
14438,TWO,2020-11-30,1
14426,TWO,2020-12-31,1
14416,TWO,2021-01-22,2
14433,TWO,2021-01-25,1
14415,TWO,2021-01-29,4
14418,TWO,2021-01-30,1
14419,TWO,2021-02-03,1
14420,TWO,2021-02-04,1
14421,TWO,2021-02-22,1
14422,TWO,2021-03-28,1
14423,TWO,2021-04-17,1
14424,TWO,2021-05-13,1
14425,TWO,2021-06-03,1
14417,TWO,2021-06-09,1
14427,TWO,2021-06-10,1
14428,TWO,2021-07-05,1
14429,TWO,2021-11-19,1
14430,TWO,2022-01-22,1
14431,TWO,2022-03-19,1
14432,TWO,2022-05-31,1
14443,TWO,2022-08-19,1
14444,TWO,2022-09-09,1
14445,TWO,2022-09-23,1
14446,TXMD,2021-03-12,1
14447,TXN,2020-07-22,1
14448,TXN,2020-07-24,1
14449,TXT,2020-07-30,1
14450,TY,2020-01-31,1
14451,TY,2020-07-06,1
14452,TY,2021-02-01,1
14453,TY,2022-03-28,1
14454,TYL,2021-07-01,1
14455,UA,2019-08-15,1
14458,UAA,2020-02-16,1
14457,UAA,2020-08-15,1
14456,UAA,2021-02-10,2
14462,UAL,2019-02-06,1
14463,UAL,2020-03-06,1
14464,UAL,2020-03-23,1
14459,UAL,2020-06-22,5
14460,UAL,2020-07-07,2
14465,UAL,2020-07-09,1
14461,UAL,2020-07-23,2
14466,UAL,2021-01-29,1
14467,UAL,2021-02-14,1
14468,UAL,2021-02-15,1
14469,UAL,2021-07-21,1
14470,UAVS,2020-04-30,1
