,tickers,Time of Creation,count
8023,MC,2021-01-28,3
8031,MC,2021-01-29,1
8032,MC,2021-01-30,1
8033,MC,2021-02-02,1
8034,MC,2021-02-10,1
8022,MC,2021-02-13,5
8025,MC,2021-02-20,2
8035,MC,2021-02-26,1
8036,MC,2021-03-04,1
8021,MC,2021-04-16,6
8037,MC,2021-04-24,1
8038,MC,2021-04-25,1
8020,MC,2021-04-27,11
8024,MC,2021-04-28,3
8039,MC,2021-05-03,1
8040,MC,2021-05-13,1
8041,MC,2021-05-19,1
8042,MC,2021-06-08,1
8043,MC,2021-09-22,1
8026,MC,2021-11-23,2
8044,MC,2022-07-27,1
8045,MC,2022-08-15,1
8046,MC,2022-08-24,1
8058,MCD,2019-01-14,1
8059,MCD,2019-01-15,1
8060,MCD,2019-02-19,1
8061,MCD,2019-03-12,1
8062,MCD,2019-09-12,1
8063,MCD,2019-09-15,1
8064,MCD,2019-10-11,1
8048,MCD,2019-12-03,2
8065,MCD,2019-12-16,1
8066,MCD,2020-03-07,1
8067,MCD,2020-03-13,1
8068,MCD,2020-03-18,1
8069,MCD,2020-03-22,1
8070,MCD,2020-03-23,1
8047,MCD,2020-04-30,3
8071,MCD,2020-11-02,1
8072,MCD,2021-01-16,1
8073,MCD,2021-07-28,1
8049,MCD,2021-08-04,2
8057,MCD,2021-08-18,1
8056,MCD,2022-01-31,1
8050,MCD,2022-02-26,1
8055,MCD,2022-03-17,1
8051,MCD,2022-04-26,1
8052,MCD,2022-04-27,1
8053,MCD,2022-10-13,1
8054,MCD,2022-11-01,1
8075,MCHP,2019-02-06,1
8074,MCHP,2020-04-01,2
8078,MCO,2020-07-30,1
8076,MCO,2021-02-02,2
8077,MCO,2021-02-12,2
8079,MCR,2021-09-12,1
8083,MD,2019-08-06,1
8082,MD,2020-02-11,2
8084,MD,2020-03-11,1
8085,MD,2020-03-19,1
8086,MD,2020-03-22,1
8087,MD,2020-03-25,1
8088,MD,2020-04-01,1
8089,MD,2021-01-25,1
8090,MD,2021-01-30,1
8091,MD,2021-02-22,1
8092,MD,2021-03-12,1
8093,MD,2021-04-27,1
8094,MD,2021-05-07,1
8080,MD,2021-06-01,6
8095,MD,2021-06-23,1
8096,MD,2021-06-30,1
8081,MD,2021-08-23,4
8097,MD,2021-09-10,1
8098,MD,2021-10-13,1
8099,MD,2021-11-03,1
8100,MD,2022-02-10,1
8101,MD,2022-05-11,1
8102,MD,2022-05-15,1
8103,MD,2022-07-13,1
8104,MDB,2020-12-13,1
8105,MDB,2021-04-30,1
8106,MDB,2021-05-07,1
8107,MDC,2021-06-22,1
8109,MDLZ,2020-03-24,1
8108,MDLZ,2021-01-29,2
8110,MDT,2020-03-21,1
8111,MDT,2020-03-23,1
8112,MDT,2020-07-15,1
8148,ME,2019-03-07,1
8149,ME,2020-01-02,1
8150,ME,2020-01-03,1
8151,ME,2020-02-14,1
8152,ME,2020-03-02,1
8153,ME,2020-03-24,1
8147,ME,2020-04-01,1
8145,ME,2020-04-13,1
8124,ME,2020-04-15,1
8144,ME,2020-05-04,1
8125,ME,2020-06-12,1
8126,ME,2020-07-09,1
8127,ME,2020-07-23,1
8128,ME,2020-08-22,1
8129,ME,2020-10-17,1
8130,ME,2020-12-08,1
8131,ME,2020-12-24,1
8132,ME,2020-12-25,1
8133,ME,2020-12-27,1
8134,ME,2021-01-01,1
8135,ME,2021-01-25,1
8117,ME,2021-01-27,5
8116,ME,2021-01-28,5
8115,ME,2021-01-29,5
8114,ME,2021-01-30,5
8120,ME,2021-02-01,2
8118,ME,2021-02-03,3
8121,ME,2021-02-04,2
8136,ME,2021-02-08,1
8137,ME,2021-02-09,1
8138,ME,2021-02-10,1
8139,ME,2021-02-12,1
8140,ME,2021-02-23,1
8141,ME,2021-02-24,1
8142,ME,2021-02-25,1
8143,ME,2021-02-27,1
8154,ME,2021-03-03,1
8122,ME,2021-03-07,2
8119,ME,2021-03-08,3
8146,ME,2021-03-10,1
8155,ME,2021-03-13,1
8156,ME,2021-04-08,1
8157,ME,2021-04-15,1
8158,ME,2021-05-13,1
8159,ME,2021-06-10,1
8160,ME,2021-06-14,1
8161,ME,2021-06-15,1
8162,ME,2021-06-21,1
8113,ME,2021-08-03,6
8163,ME,2021-08-07,1
8164,ME,2021-08-08,1
8165,ME,2021-08-14,1
8123,ME,2021-11-06,2
8166,ME,2022-02-12,1
8167,ME,2022-03-17,1
8168,ME,2022-08-13,1
8169,ME,2022-08-14,1
8170,ME,2022-08-15,1
8171,ME,2022-08-22,1
8172,ME,2022-09-17,1
8174,MEG,2021-06-07,1
8173,MEG,2021-06-09,2
8175,MELI,2020-05-18,1
8176,MET,2021-02-09,1
8214,META,2021-01-09,1
8213,META,2021-02-10,1
8192,META,2021-02-14,1
8212,META,2021-07-12,1
8193,META,2021-09-01,1
8183,META,2021-10-28,2
8194,META,2021-10-31,1
8195,META,2021-11-01,1
8179,META,2021-12-31,3
8196,META,2022-02-03,1
8180,META,2022-02-04,3
8197,META,2022-02-07,1
8198,META,2022-02-09,1
8199,META,2022-02-12,1
8200,META,2022-02-16,1
8184,META,2022-02-17,2
8185,META,2022-02-18,2
8201,META,2022-02-24,1
8202,META,2022-03-16,1
8203,META,2022-04-19,1
8204,META,2022-04-23,1
8186,META,2022-04-27,2
8205,META,2022-06-28,1
8187,META,2022-07-17,2
8206,META,2022-07-26,1
8207,META,2022-09-12,1
8181,META,2022-10-07,3
8208,META,2022-10-21,1
8177,META,2022-10-26,13
8178,META,2022-10-27,8
8209,META,2022-10-28,1
8182,META,2022-10-30,3
8188,META,2022-10-31,2
8210,META,2022-11-01,1
8211,META,2022-11-03,1
8191,META,2022-11-05,1
8189,META,2022-11-07,2
8190,META,2022-11-11,1
8215,MGA,2021-01-10,2
8216,MGA,2021-01-24,1
8244,MGM,2020-02-27,1
8219,MGM,2020-03-12,2
8227,MGM,2020-03-13,1
8228,MGM,2020-03-17,1
8220,MGM,2020-03-18,2
8221,MGM,2020-03-22,2
8222,MGM,2020-03-23,2
8229,MGM,2020-04-07,1
8230,MGM,2020-05-23,1
8231,MGM,2020-06-04,1
8223,MGM,2020-06-07,2
8224,MGM,2020-06-09,2
8225,MGM,2020-06-16,2
8226,MGM,2020-06-23,2
8232,MGM,2020-07-07,1
8218,MGM,2020-11-19,3
8233,MGM,2020-11-30,1
8234,MGM,2020-12-07,1
8235,MGM,2020-12-27,1
8236,MGM,2020-12-28,1
8237,MGM,2021-01-13,1
8217,MGM,2021-02-01,3
8238,MGM,2021-06-02,1
8239,MGM,2021-06-15,1
8240,MGM,2021-06-26,1
8241,MGM,2021-08-05,1
8242,MGM,2022-01-23,1
8243,MGM,2022-05-14,1
8245,MGNI,2020-11-24,3
8246,MGNI,2021-01-07,2
8247,MHK,2022-02-26,1
8252,MIMO,2021-09-09,1
8248,MIMO,2021-09-20,3
8251,MIMO,2021-10-11,1
8250,MIMO,2021-10-30,1
8249,MIMO,2022-04-20,1
8253,MIN,2021-01-25,1
8254,MIND,2021-01-16,1
8255,MIND,2021-01-28,1
8256,MIND,2021-03-15,1
8257,MIND,2021-03-17,1
8258,MIND,2021-05-23,1
8259,MIND,2021-07-14,1
8262,MIT,2019-03-23,1
8260,MIT,2019-05-22,2
8263,MIT,2020-03-17,1
8264,MIT,2020-06-11,1
8265,MIT,2020-08-14,1
8266,MIT,2020-09-17,1
8267,MIT,2020-12-26,1
8268,MIT,2020-12-27,1
8269,MIT,2021-01-29,1
8261,MIT,2021-03-10,2
8270,MIT,2021-05-13,1
8271,MIT,2021-08-11,1
8272,MIT,2022-11-13,1
8273,MKSI,2021-03-17,1
8278,ML,2020-05-18,1
8280,ML,2020-06-19,1
8279,ML,2020-09-16,1
8281,ML,2020-10-06,1
8275,ML,2020-11-18,2
8282,ML,2020-11-24,1
8283,ML,2020-11-29,1
8284,ML,2020-12-29,1
8285,ML,2021-01-03,1
8286,ML,2021-01-23,1
8274,ML,2021-01-24,3
8276,ML,2021-02-25,2
8287,ML,2021-06-14,1
8288,ML,2021-09-26,1
8289,ML,2021-10-05,1
8290,ML,2021-11-22,1
8277,ML,2022-11-07,2
8292,MLM,2019-08-08,1
8293,MLM,2019-12-05,1
8294,MLM,2021-06-25,1
8291,MLM,2021-07-12,2
8295,MLM,2021-11-11,1
8296,MLM,2022-03-02,1
8297,MLP,2019-06-01,1
8299,MMAT,2021-07-01,1
8300,MMAT,2021-07-06,1
8301,MMAT,2021-07-12,1
8298,MMAT,2021-07-13,5
8302,MMAT,2021-07-20,1
8303,MMAT,2021-10-05,1
8306,MMC,2020-07-30,1
8305,MMC,2021-04-27,1
8304,MMC,2022-04-30,1
8311,MMM,2019-02-06,1
8307,MMM,2019-10-29,1
8308,MMM,2020-03-23,1
8309,MMM,2020-08-23,1
8310,MMM,2022-04-03,1
8312,MMS,2022-02-16,1
8313,MMT,2020-10-02,1
8314,MMT,2021-03-08,1
8321,MNMD,2021-04-23,2
8317,MNMD,2021-04-24,8
8322,MNMD,2021-04-25,2
8319,MNMD,2021-04-26,4
8316,MNMD,2021-04-27,34
8315,MNMD,2021-04-28,40
8320,MNMD,2021-04-29,3
8324,MNMD,2021-05-03,1
8323,MNMD,2021-05-05,2
8325,MNMD,2021-05-10,1
8326,MNMD,2021-05-12,1
8327,MNMD,2021-05-20,1
8318,MNMD,2021-06-05,4
8328,MNMD,2021-06-14,1
8329,MNMD,2021-06-15,1
8330,MNMD,2021-08-22,1
8331,MNST,2020-08-16,1
8332,MNTS,2020-12-02,1
8336,MO,2019-08-14,2
8338,MO,2019-09-13,1
8339,MO,2019-09-25,1
8340,MO,2020-03-20,1
8342,MO,2020-04-01,1
8333,MO,2021-02-08,10
8341,MO,2021-02-19,1
8343,MO,2021-03-11,1
8337,MO,2021-04-24,2
8334,MO,2021-10-16,3
8335,MO,2022-05-07,3
8345,MOD,2020-04-08,1
8344,MOD,2021-01-27,3
8346,MOD,2021-01-29,1
8347,MOD,2021-02-03,1
8348,MOD,2022-02-15,1
8349,MOMO,2021-07-08,1
8350,MOMO,2022-03-08,1
8351,MOS,2022-03-26,8
8357,MOVE,2020-05-11,1
8358,MOVE,2020-08-06,1
8359,MOVE,2020-12-24,1
8352,MOVE,2021-01-28,5
8353,MOVE,2021-01-29,4
8360,MOVE,2021-01-30,1
8361,MOVE,2021-01-31,1
8354,MOVE,2021-02-01,2
8362,MOVE,2021-02-27,1
8363,MOVE,2021-03-07,1
8364,MOVE,2021-03-09,1
8365,MOVE,2021-03-15,1
8366,MOVE,2021-05-14,1
8367,MOVE,2021-06-13,1
8368,MOVE,2021-07-14,1
8369,MOVE,2021-07-28,1
8370,MOVE,2021-09-09,1
8356,MOVE,2022-08-18,1
8355,MOVE,2022-09-07,1
8379,MP,2019-04-20,1
8374,MP,2020-11-24,7
8375,MP,2020-11-25,4
8381,MP,2020-12-21,1
8371,MP,2021-01-04,40
8376,MP,2021-02-11,2
8377,MP,2021-04-02,2
8372,MP,2021-04-24,10
8378,MP,2021-07-05,2
8380,MP,2021-08-08,1
8373,MP,2022-08-01,7
8382,MPA,2021-06-10,1
8383,MPC,2022-09-28,4
8384,MPLN,2021-03-12,1
8385,MQ,2020-04-20,1
8387,MRK,2019-01-23,1
8388,MRK,2020-07-15,1
8386,MRK,2021-02-11,2
8401,MRNA,2020-02-27,1
8402,MRNA,2020-03-18,1
8403,MRNA,2020-04-17,1
8396,MRNA,2020-05-19,2
8404,MRNA,2020-07-07,1
8405,MRNA,2020-07-09,1
8406,MRNA,2020-07-14,1
8389,MRNA,2020-07-15,10
8392,MRNA,2020-07-17,8
8407,MRNA,2020-07-21,1
8394,MRNA,2020-07-25,3
8397,MRNA,2020-07-26,2
8408,MRNA,2020-07-27,1
8391,MRNA,2020-07-28,9
8393,MRNA,2020-11-28,4
8395,MRNA,2020-11-30,3
8409,MRNA,2020-12-08,1
8410,MRNA,2021-01-25,1
8411,MRNA,2021-01-31,1
8412,MRNA,2021-03-29,1
8413,MRNA,2021-04-29,1
8415,MRNA,2021-05-09,1
8414,MRNA,2021-07-19,1
8416,MRNA,2021-08-09,1
8417,MRNA,2021-08-16,1
8418,MRNA,2021-08-17,1
8419,MRNA,2021-11-04,1
8398,MRNA,2021-11-26,2
8420,MRNA,2021-11-29,1
8421,MRNA,2021-12-21,1
8422,MRNA,2021-12-24,1
8390,MRNA,2022-02-13,10
8423,MRNA,2022-02-15,1
8399,MRNA,2022-02-21,2
8424,MRNA,2022-07-22,1
8400,MRNA,2022-07-31,2
8425,MRNA,2022-10-30,1
8429,MRO,2021-02-12,2
8430,MRO,2021-02-15,1
8431,MRO,2021-06-20,1
8426,MRO,2022-03-07,6
8427,MRO,2022-03-08,5
8432,MRO,2022-05-03,1
8428,MRO,2022-07-30,2
8433,MRTX,2021-12-06,2
8434,MRVL,2020-11-22,10
8435,MRVL,2021-04-24,4
8452,MS,2020-01-01,1
8453,MS,2020-01-03,1
8454,MS,2020-02-21,1
8455,MS,2020-04-01,1
8456,MS,2020-04-16,1
8457,MS,2020-04-18,1
8458,MS,2020-06-02,1
8437,MS,2020-08-21,3
8459,MS,2020-11-23,1
8451,MS,2020-12-02,1
8450,MS,2020-12-18,1
8438,MS,2021-01-06,1
8449,MS,2021-01-13,1
8439,MS,2021-02-01,1
8440,MS,2021-03-27,1
8441,MS,2021-03-28,1
8442,MS,2021-03-29,1
8443,MS,2021-07-02,1
8436,MS,2021-09-15,3
8444,MS,2021-10-11,1
8445,MS,2022-01-18,1
8446,MS,2022-05-04,1
8447,MS,2022-07-13,1
8448,MS,2022-07-20,1
8462,MSCI,2019-08-16,1
8463,MSCI,2020-02-15,1
8464,MSCI,2020-02-18,1
8465,MSCI,2020-05-30,1
8466,MSCI,2020-06-27,1
8467,MSCI,2020-11-28,1
8460,MSCI,2021-05-22,7
8468,MSCI,2021-05-27,1
8469,MSCI,2021-06-05,1
8470,MSCI,2021-08-06,1
8461,MSCI,2022-07-17,1
8619,MSFT,2019-01-30,1
8618,MSFT,2019-04-24,1
8505,MSFT,2019-04-28,3
8617,MSFT,2019-05-06,1
8559,MSFT,2019-06-19,1
8520,MSFT,2019-06-24,2
8560,MSFT,2019-07-16,1
8521,MSFT,2019-07-17,2
8504,MSFT,2019-07-18,3
8561,MSFT,2019-07-19,1
8519,MSFT,2019-08-03,2
8490,MSFT,2019-08-16,4
8562,MSFT,2019-09-12,1
8563,MSFT,2019-10-03,1
8518,MSFT,2019-10-22,2
8509,MSFT,2019-10-23,2
8491,MSFT,2019-10-24,4
8564,MSFT,2019-10-26,1
8565,MSFT,2019-10-30,1
8566,MSFT,2019-12-25,1
8487,MSFT,2020-01-19,5
8567,MSFT,2020-01-24,1
8568,MSFT,2020-01-26,1
8506,MSFT,2020-01-29,3
8569,MSFT,2020-01-30,1
8497,MSFT,2020-02-04,4
8475,MSFT,2020-02-05,11
8479,MSFT,2020-02-06,8
8508,MSFT,2020-02-07,3
8489,MSFT,2020-02-09,5
8477,MSFT,2020-02-10,9
8474,MSFT,2020-02-11,13
8473,MSFT,2020-02-12,15
8476,MSFT,2020-02-13,10
8496,MSFT,2020-02-14,4
8478,MSFT,2020-02-17,9
8488,MSFT,2020-02-18,5
8510,MSFT,2020-02-20,2
8507,MSFT,2020-02-21,3
8570,MSFT,2020-02-24,1
8571,MSFT,2020-02-25,1
8483,MSFT,2020-02-26,6
8572,MSFT,2020-02-28,1
8573,MSFT,2020-03-02,1
8574,MSFT,2020-03-03,1
8575,MSFT,2020-03-06,1
8511,MSFT,2020-03-13,2
8576,MSFT,2020-03-14,1
8577,MSFT,2020-03-16,1
8484,MSFT,2020-03-17,6
8558,MSFT,2020-03-20,1
8557,MSFT,2020-03-21,1
8556,MSFT,2020-03-27,1
8555,MSFT,2020-03-29,1
8536,MSFT,2020-04-02,1
8512,MSFT,2020-04-21,2
8537,MSFT,2020-04-22,1
8495,MSFT,2020-04-23,4
8501,MSFT,2020-04-24,3
8513,MSFT,2020-04-29,2
8538,MSFT,2020-05-03,1
8539,MSFT,2020-05-07,1
8540,MSFT,2020-05-25,1
8541,MSFT,2020-05-27,1
8542,MSFT,2020-05-31,1
8543,MSFT,2020-06-04,1
8494,MSFT,2020-06-16,4
8514,MSFT,2020-06-19,2
8486,MSFT,2020-06-22,5
8544,MSFT,2020-06-23,1
8515,MSFT,2020-06-26,2
8500,MSFT,2020-06-27,3
8535,MSFT,2020-06-29,1
8516,MSFT,2020-07-08,2
8545,MSFT,2020-07-14,1
8546,MSFT,2020-07-21,1
8517,MSFT,2020-07-22,2
8499,MSFT,2020-07-27,3
8522,MSFT,2020-07-30,2
8523,MSFT,2020-07-31,2
8547,MSFT,2020-08-01,1
8524,MSFT,2020-08-02,2
8481,MSFT,2020-08-03,7
8525,MSFT,2020-08-04,2
8548,MSFT,2020-08-08,1
8498,MSFT,2020-08-09,3
8549,MSFT,2020-08-10,1
8550,MSFT,2020-08-12,1
8551,MSFT,2020-08-18,1
8485,MSFT,2020-08-27,5
8552,MSFT,2020-09-02,1
8527,MSFT,2020-09-07,2
8553,MSFT,2020-09-13,1
8554,MSFT,2020-10-08,1
8578,MSFT,2020-10-09,1
8579,MSFT,2020-10-24,1
8580,MSFT,2020-11-22,1
8471,MSFT,2020-11-27,24
8596,MSFT,2020-11-28,1
8472,MSFT,2020-12-02,16
8598,MSFT,2020-12-25,1
8599,MSFT,2020-12-26,1
8600,MSFT,2021-01-02,1
8601,MSFT,2021-01-08,1
8602,MSFT,2021-01-11,1
8482,MSFT,2021-01-20,6
8603,MSFT,2021-01-24,1
8528,MSFT,2021-01-28,2
8604,MSFT,2021-02-02,1
8493,MSFT,2021-02-03,4
8605,MSFT,2021-02-04,1
8606,MSFT,2021-02-10,1
8607,MSFT,2021-02-22,1
8608,MSFT,2021-03-03,1
8609,MSFT,2021-03-15,1
8610,MSFT,2021-03-16,1
8611,MSFT,2021-03-30,1
8612,MSFT,2021-04-27,1
8503,MSFT,2021-05-03,3
8530,MSFT,2021-07-11,2
8613,MSFT,2021-07-25,1
8531,MSFT,2021-08-04,2
8614,MSFT,2021-08-21,1
8615,MSFT,2021-09-14,1
8616,MSFT,2021-09-28,1
8597,MSFT,2021-10-12,1
8595,MSFT,2021-10-31,1
8581,MSFT,2021-11-14,1
8594,MSFT,2021-11-24,1
8502,MSFT,2021-11-29,3
8582,MSFT,2021-12-07,1
8492,MSFT,2021-12-08,4
8583,MSFT,2022-01-11,1
8532,MSFT,2022-01-14,2
8584,MSFT,2022-01-15,1
8585,MSFT,2022-01-17,1
8533,MSFT,2022-01-18,2
8586,MSFT,2022-01-19,1
8587,MSFT,2022-01-22,1
8480,MSFT,2022-01-25,7
8588,MSFT,2022-01-26,1
8589,MSFT,2022-02-23,1
8534,MSFT,2022-04-22,2
8590,MSFT,2022-04-24,1
8529,MSFT,2022-05-04,2
8591,MSFT,2022-07-18,1
8592,MSFT,2022-07-22,1
8526,MSFT,2022-10-23,2
8593,MSFT,2022-10-24,1
8620,MSI,2020-12-31,1
8621,MSI,2021-07-28,1
8636,MSM,2020-03-12,1
8637,MSM,2020-07-30,1
8638,MSM,2021-01-25,1
8639,MSM,2021-01-27,1
8635,MSM,2021-01-31,2
8622,MSM,2021-02-01,7
8627,MSM,2021-02-02,3
8624,MSM,2021-02-03,5
8629,MSM,2021-02-04,2
8640,MSM,2021-02-15,1
8641,MSM,2021-02-25,1
8642,MSM,2021-03-03,1
8628,MSM,2021-03-11,3
8630,MSM,2021-03-15,2
8643,MSM,2021-03-29,1
8644,MSM,2021-05-24,1
8631,MSM,2021-06-08,2
8645,MSM,2021-06-27,1
8646,MSM,2021-06-30,1
8647,MSM,2021-07-20,1
8648,MSM,2021-09-17,1
8649,MSM,2021-09-27,1
8650,MSM,2022-01-30,1
8651,MSM,2022-02-17,1
8652,MSM,2022-03-12,1
8653,MSM,2022-04-15,1
8632,MSM,2022-05-04,2
8654,MSM,2022-06-12,1
8655,MSM,2022-06-27,1
8656,MSM,2022-06-30,1
8657,MSM,2022-08-03,1
8658,MSM,2022-08-12,1
8659,MSM,2022-08-15,1
8625,MSM,2022-08-17,5
8623,MSM,2022-08-18,6
8626,MSM,2022-08-19,4
8633,MSM,2022-08-20,2
8660,MSM,2022-08-28,1
8661,MSM,2022-09-03,1
8662,MSM,2022-09-13,1
8634,MSM,2022-10-02,2
8664,MSN,2021-02-01,1
8663,MSN,2022-02-06,1
8666,MSTR,2022-06-10,1
8665,MSTR,2022-06-18,1
8699,MT,2020-04-01,1
8678,MT,2020-04-20,3
8679,MT,2020-12-13,3
8675,MT,2020-12-14,4
8669,MT,2020-12-15,15
8668,MT,2020-12-16,15
8667,MT,2020-12-17,27
8680,MT,2020-12-18,3
8670,MT,2020-12-20,7
8689,MT,2020-12-21,1
8686,MT,2020-12-22,2
8671,MT,2020-12-24,6
8687,MT,2020-12-26,2
8688,MT,2020-12-27,2
8676,MT,2021-01-03,4
8674,MT,2021-01-04,4
8690,MT,2021-01-05,1
8681,MT,2021-01-07,3
8673,MT,2021-01-08,5
8685,MT,2021-01-09,2
8691,MT,2021-01-11,1
8692,MT,2021-01-12,1
8677,MT,2021-01-16,4
8684,MT,2021-01-23,2
8672,MT,2021-01-28,5
8693,MT,2021-01-30,1
8683,MT,2021-02-15,2
8694,MT,2021-02-16,1
8695,MT,2021-02-20,1
8696,MT,2021-04-20,1
8682,MT,2021-05-10,2
8697,MT,2021-06-14,1
8698,MT,2022-03-07,1
8704,MTCH,2019-09-19,1
8702,MTCH,2021-02-10,2
8700,MTCH,2022-01-23,7
8703,MTCH,2022-01-29,2
8701,MTCH,2022-07-03,3
8705,MTD,2019-02-23,2
8706,MTD,2019-05-25,2
8707,MTD,2019-06-08,2
8708,MTD,2019-07-06,2
8722,MTD,2019-07-11,1
8709,MTD,2020-01-11,2
8710,MTD,2020-02-15,2
8711,MTD,2020-03-07,2
8712,MTD,2020-03-14,2
8713,MTD,2020-03-21,2
8714,MTD,2020-03-28,2
8715,MTD,2020-04-04,2
8716,MTD,2020-04-11,2
8717,MTD,2020-04-18,2
8718,MTD,2020-04-25,2
8719,MTD,2020-05-09,2
8720,MTD,2020-05-16,2
8723,MTD,2020-05-23,1
8724,MTD,2020-05-30,1
8725,MTD,2020-08-29,1
8726,MTD,2020-09-12,1
8727,MTD,2020-09-19,1
8728,MTD,2020-09-26,1
8729,MTD,2020-11-14,1
8721,MTD,2020-11-28,2
8731,MTD,2021-01-22,1
8730,MTD,2021-02-13,1
8732,MTD,2021-10-30,1
8733,MTD,2021-11-16,1
8734,MTH,2021-06-22,1
8735,MTN,2020-03-19,1
8736,MTN,2022-06-08,1
8763,MU,2019-01-08,1
8764,MU,2019-01-15,1
8765,MU,2019-02-09,1
8766,MU,2019-02-16,1
8767,MU,2019-03-20,1
8768,MU,2019-03-23,1
8752,MU,2019-04-10,2
8769,MU,2019-04-22,1
8770,MU,2019-04-25,1
8771,MU,2019-05-13,1
8744,MU,2019-05-19,2
8742,MU,2019-06-23,3
8772,MU,2019-06-25,1
8773,MU,2019-07-10,1
8774,MU,2019-07-22,1
8775,MU,2019-09-10,1
8776,MU,2019-09-20,1
8745,MU,2019-09-27,2
8738,MU,2019-12-14,7
8777,MU,2019-12-17,1
8778,MU,2020-02-03,1
8746,MU,2020-02-14,2
8762,MU,2020-03-03,1
8761,MU,2020-06-23,1
8753,MU,2020-06-29,1
8741,MU,2020-08-07,3
8739,MU,2020-08-15,4
8747,MU,2020-11-07,2
8760,MU,2020-11-27,1
8754,MU,2020-12-12,1
8755,MU,2021-01-04,1
8748,MU,2021-01-05,2
8743,MU,2021-02-19,3
8756,MU,2021-03-17,1
8749,MU,2021-04-06,2
8740,MU,2021-07-04,4
8757,MU,2021-08-11,1
8737,MU,2021-11-22,29
8758,MU,2021-12-22,1
8759,MU,2022-01-22,1
8750,MU,2022-03-27,2
8751,MU,2022-09-27,2
8812,MVIS,2020-12-21,1
8813,MVIS,2020-12-24,1
8814,MVIS,2021-02-11,1
8815,MVIS,2021-02-12,1
8816,MVIS,2021-02-13,1
8791,MVIS,2021-03-02,5
8792,MVIS,2021-03-13,5
8789,MVIS,2021-03-31,7
8795,MVIS,2021-04-02,4
8802,MVIS,2021-04-04,2
8817,MVIS,2021-04-06,1
8818,MVIS,2021-04-15,1
8783,MVIS,2021-04-19,10
8787,MVIS,2021-04-20,8
8782,MVIS,2021-04-21,11
8790,MVIS,2021-04-22,6
8786,MVIS,2021-04-23,9
8797,MVIS,2021-04-24,3
8788,MVIS,2021-04-25,8
8779,MVIS,2021-04-26,37
8781,MVIS,2021-04-27,17
8793,MVIS,2021-04-28,5
8798,MVIS,2021-04-29,3
8819,MVIS,2021-04-30,1
8820,MVIS,2021-05-01,1
8821,MVIS,2021-05-02,1
8784,MVIS,2021-05-03,10
8822,MVIS,2021-05-04,1
8823,MVIS,2021-05-06,1
8824,MVIS,2021-05-07,1
8799,MVIS,2021-05-10,3
8811,MVIS,2021-05-13,1
8810,MVIS,2021-05-20,1
8803,MVIS,2021-06-01,2
8808,MVIS,2021-06-08,1
8809,MVIS,2021-06-10,1
8804,MVIS,2021-07-12,2
8800,MVIS,2021-07-21,3
8796,MVIS,2021-08-04,4
8807,MVIS,2021-08-27,1
8794,MVIS,2021-09-08,5
8785,MVIS,2021-09-09,9
8801,MVIS,2021-09-13,3
8805,MVIS,2021-11-05,2
8806,MVIS,2022-08-25,2
8780,MVIS,2022-10-24,20
8835,MVST,2021-07-27,1
8833,MVST,2021-07-28,2
8834,MVST,2021-07-30,2
8836,MVST,2021-08-03,1
8831,MVST,2021-08-04,4
8826,MVST,2021-08-05,6
8825,MVST,2021-08-06,15
8837,MVST,2021-08-07,1
8829,MVST,2021-08-08,4
8838,MVST,2021-08-09,1
8830,MVST,2021-08-10,4
8839,MVST,2021-08-11,1
8840,MVST,2021-08-12,1
8841,MVST,2021-08-14,1
8842,MVST,2021-08-20,1
8843,MVST,2021-08-23,1
8844,MVST,2021-09-07,1
8845,MVST,2021-09-14,1
8846,MVST,2021-09-26,1
8832,MVST,2021-10-30,3
8828,MVST,2021-11-14,4
8827,MVST,2022-02-01,5
8847,MVST,2022-02-18,1
8849,MX,2021-03-11,5
8848,MX,2021-06-17,10
8850,MX,2021-07-02,1
8851,MX,2021-08-12,1
8852,MX,2021-11-27,1
8853,MYOV,2021-04-06,1
8854,NAD,2021-01-09,2
8857,NAT,2020-04-28,3
8856,NAT,2020-05-02,5
8855,NAT,2020-05-03,18
8859,NAT,2020-05-05,1
8858,NAT,2021-04-24,1
8861,NC,2020-04-01,1
8860,NC,2020-06-18,1
8870,NCLH,2020-03-11,1
8866,NCLH,2020-06-07,1
8867,NCLH,2020-06-16,1
8863,NCLH,2020-06-23,2
8864,NCLH,2021-02-13,2
8868,NCLH,2021-02-14,1
8869,NCLH,2021-02-18,1
8862,NCLH,2021-02-19,3
8865,NCLH,2021-04-24,2
8873,NE,2020-04-01,1
8872,NE,2020-12-30,2
8871,NE,2021-01-07,4
8874,NEA,2021-02-11,1
8875,NEE,2021-04-09,3
8876,NEE,2021-04-24,2
8877,NEE,2021-06-07,1
8878,NEGG,2021-07-07,20
8880,NEGG,2021-07-08,1
8879,NEGG,2021-07-11,3
8881,NEGG,2021-09-08,1
8882,NEGG,2021-09-09,1
8883,NEGG,2021-09-27,1
8884,NEGG,2021-12-12,1
8885,NEM,2019-12-17,1
8886,NEM,2020-03-23,1
8887,NEM,2020-05-18,1
8888,NEM,2021-01-26,1
8889,NEO,2021-04-25,1
8890,NEO,2021-07-05,1
8891,NEO,2022-07-26,1
8892,NEON,2022-02-11,1
8893,NEP,2021-07-06,1
8897,NET,2019-09-10,1
8895,NET,2020-05-07,2
8898,NET,2020-05-27,1
8899,NET,2020-07-13,1
